Year	Period	TRADETYPE	FLOW	PARTENAIRE	HS2012	POIDNET	QUANTITE	VALEURINSAE	
2009	04	CG	I	ZZ_Monde	1005	52195.000	0.000	19263564.000	
2016	02	CG	I	ZZ_Monde	1005	52188.000		27980000.000	
2001	06	CG	I	ZZ_Monde	2402	52155.000	0.000	339229013.000	
2015	03	CG	I	ZZ_Monde	1005	52146.000		23323846.000	
2006	08	CG	ET	ZZ_Monde	3208	52145.000	0.000	63917647.000	
1999	07	CG	I	ZZ_Monde	7323	52145.000	0.000	48661534.000	
2003	12	CG	I	ZZ_Monde	3907	52137.000	0.000	47392166.000	
2002	06	CG	I	ZZ_Monde	7217	52134.000	0.000	20376502.000	
2001	07	CG	ET	ZZ_Monde	1704	52125.000	0.000	19193000.000	
2001	12	CG	I	ZZ_Monde	8714	52124.000	0.000	24381668.000	
2014	03	CG	ET	ZZ_Monde	1902	52100.000		24912280.000	
2013	05	CG	ET	ZZ_Monde	8429	52087.000	4.000	30962768.000	
1999	08	CG	I	ZZ_Monde	7210	52076.000	0.000	19101651.000	
2011	08	CG	I	ZZ_Monde	0302	52075.000		5547000.000	
2008	10	CG	ET	ZZ_Monde	8703	52075.000	0.000	264873024.000	
2004	09	CG	I	ZZ_Monde	1005	52074.000	0.000	13487658.000	
2001	01	CG	I	ZZ_Monde	7005	52069.000	0.000	19655400.000	
2011	07	CG	ET	ZZ_Monde	2204	52067.000	18.000	202486321.000	
1998	10	CG	I	ZZ_Monde	4011	52063.000	1255.000	95782879.000	
2008	11	CG	I	ZZ_Monde	4901	52063.000	0.000	127895435.000	
2001	08	CG	I	ZZ_Monde	2402	52062.000	0.000	283331500.000	
2011	09	CG	I	ZZ_Monde	8309	52052.000		113270154.000	
2009	12	CG	I	ZZ_Monde	0302	52048.000	0.000	2128350.000	
2006	03	CG	I	ZZ_Monde	8506	52035.000	0.000	13030256.000	
2013	03	CG	I	ZZ_Monde	1601	52022.000		37801135.000	
2009	08	CG	I	ZZ_Monde	7604	52022.000	0.000	21583871.000	
2009	02	CG	I	ZZ_Monde	4901	52012.000	0.000	72293025.000	
1998	02	CG	I	ZZ_Monde	5515	52007.000	855.000	93947855.000	
2007	07	CG	ET	ZZ_Monde	3917	52004.000	0.000	72247500.000	
2000	11	CG	I	ZZ_Monde	8429	52000.000	4.000	78800744.000	
2014	01	CG	ET	ZZ_Monde	7209	52000.000		14721900.000	
1998	10	CG	I	ZZ_Monde	4901	51953.000	0.000	114559474.000	
2010	06	CG	I	ZZ_Monde	0401	51950.000		17049326.000	
2007	02	CG	I	ZZ_Monde	2105	51870.000	0.000	21380605.000	
2012	08	CG	ET	ZZ_Monde	9403	51857.000	241.000	23559256.000	
2006	01	CG	I	ZZ_Monde	4412	51831.000	0.000	13792115.000	
1998	12	CG	I	ZZ_Monde	3304	51822.000	0.000	57206213.000	
2014	11	CG	ET	ZZ_Monde	1103	51778.000		16434285.000	
2014	12	CG	ET	ZZ_Monde	1103	51778.000		16434285.000	
1998	06	CG	I	ZZ_Monde	2009	51748.000	5720.000	22597607.000	
2005	02	CG	I	ZZ_Monde	2402	51741.000	0.000	194578421.000	
1999	06	CG	ET	ZZ_Monde	4901	51737.000	0.000	80170500.000	
2000	11	CG	I	ZZ_Monde	3304	51716.000	0.000	45487188.000	
2002	10	CG	I	ZZ_Monde	8714	51714.000	0.000	21632172.000	
2008	08	CG	I	ZZ_Monde	0401	51708.000	0.000	24853609.000	
2004	04	CG	I	ZZ_Monde	6402	51670.000	8340.000	20750389.000	
2000	10	CG	I	ZZ_Monde	8714	51665.000	0.000	34510497.000	
2003	11	CG	I	ZZ_Monde	7010	51665.000	0.000	11051735.000	
2000	08	CG	ET	ZZ_Monde	1511	51650.000	0.000	13435000.000	
2004	05	CG	I	ZZ_Monde	8714	51649.000	8985.000	48926877.000	
1999	03	CG	I	ZZ_Monde	3304	51634.000	0.000	74900826.000	
2001	01	CG	I	ZZ_Monde	5515	51628.000	0.000	50289697.000	
2009	09	CG	I	ZZ_Monde	5209	51604.000	0.000	39566534.000	
2007	11	CG	ET	ZZ_Monde	8703	51599.000	0.000	298410024.000	
2011	12	CG	I	ZZ_Monde	4818	51592.000		32334957.000	
2009	12	CG	I	ZZ_Monde	8502	51586.000	123.000	85867754.000	
2008	03	CG	I	ZZ_Monde	4819	51585.000	0.000	29509960.000	
2011	02	CG	I	ZZ_Monde	1601	51575.000		25238848.000	
2003	04	CG	I	ZZ_Monde	1512	51555.000	0.000	16677766.000	
2009	12	CG	I	ZZ_Monde	0401	51554.000	0.000	14518120.000	
2009	09	CG	I	ZZ_Monde	3105	51550.000	0.000	1768816.000	
2007	02	CG	I	ZZ_Monde	4011	51528.000	0.000	77509997.000	
1998	04	CG	I	ZZ_Monde	2104	51524.000	0.000	76300770.000	
2011	12	CG	I	ZZ_Monde	1005	51515.000		18774931.000	
2008	02	CG	I	ZZ_Monde	1005	51504.000	0.000	12351655.000	
2008	03	CG	I	ZZ_Monde	1005	51504.000	0.000	12872678.000	
2015	05	CG	ET	ZZ_Monde	8703	51495.000	18.000	173801976.000	
2008	07	CG	I	ZZ_Monde	4901	51494.000	0.000	163223100.000	
1999	02	CG	I	ZZ_Monde	8716	51425.000	7.000	11300750.000	
2003	07	CG	ET	ZZ_Monde	9403	51424.000	0.000	59511534.000	
2004	05	CG	I	ZZ_Monde	4818	51408.000	0.000	26123125.000	
2007	07	CG	ET	ZZ_Monde	8703	51404.000	0.000	198529018.000	
2009	09	CG	ET	ZZ_Monde	1512	51400.000	0.000	34968000.000	
2015	05	CG	ET	ZZ_Monde	4407	51350.000	79.000	22567482.000	
2005	09	CG	I	ZZ_Monde	1601	51332.000	0.000	31974897.000	
1998	09	CG	I	ZZ_Monde	3304	51318.000	0.000	81745984.000	
2003	12	CG	I	ZZ_Monde	8431	51309.000	0.000	152992998.000	
2006	06	CG	I	ZZ_Monde	2402	51303.000	0.000	214482572.000	
2014	02	CG	I	ZZ_Monde	7010	51298.000		25007058.000	
2002	06	CG	I	ZZ_Monde	0710	51281.000	0.000	4715300.000	
1998	09	CG	I	ZZ_Monde	4901	51280.000	0.000	206058300.000	
2008	04	CG	I	ZZ_Monde	8502	51265.000	5.000	160951258.000	
2001	06	CG	I	ZZ_Monde	3402	51263.000	0.000	34627048.000	
1998	09	CG	ET	ZZ_Monde	1704	51262.000	0.000	11607024.000	
2013	10	CG	I	ZZ_Monde	5512	51259.000	505.000	39948266.000	
2006	12	CG	I	ZZ_Monde	5209	51251.000	513.000	32606200.000	
2011	10	CG	I	ZZ_Monde	0302	51250.000		7935513.000	
2001	08	CG	ET	ZZ_Monde	5209	51217.000	0.000	179050385.000	
2002	11	CG	I	ZZ_Monde	8431	51184.000	0.000	173517969.000	
2007	01	CG	ET	ZZ_Monde	5208	51168.000	0.000	87738628.000	
2004	01	CG	I	ZZ_Monde	8714	51155.000	335.000	25997611.000	
2016	03	CG	I	ZZ_Monde	1005	51154.000		19958222.000	
1999	01	CG	I	ZZ_Monde	9403	51149.000	5170.000	76392307.000	
2010	08	CG	I	ZZ_Monde	1005	51145.000		7361557.000	
2000	12	CG	I	ZZ_Monde	3907	51135.000	0.000	44356878.000	
2007	05	CG	ET	ZZ_Monde	2402	51131.000	0.000	341465555.000	
2001	02	CG	I	ZZ_Monde	6109	51130.000	0.000	27317460.000	
2011	04	CG	I	ZZ_Monde	1601	51092.000		59775751.000	
2006	04	CG	I	ZZ_Monde	3907	51076.000	0.000	42080474.000	
2011	06	CG	I	ZZ_Monde	7604	51076.000		44909615.000	
2011	08	CG	I	ZZ_Monde	7604	51056.000		59690774.000	
2007	12	CG	I	ZZ_Monde	1005	51040.000	0.000	12171433.000	
2014	06	CG	I	ZZ_Monde	7215	51000.000		9760976.000	
2003	03	CG	ET	ZZ_Monde	3401	51000.000	0.000	2440000.000	
2013	08	CG	ET	ZZ_Monde	1511	50992.000		13454066.000	
2007	06	CG	I	ZZ_Monde	0401	50978.000	0.000	21066064.000	
2007	03	CG	ET	ZZ_Monde	7210	50974.000	0.000	34616010.000	
2005	04	CG	I	ZZ_Monde	7604	50967.000	0.000	54057819.000	
2003	10	CG	I	ZZ_Monde	8714	50949.000	755.000	25978503.000	
2008	04	CG	ET	ZZ_Monde	2402	50938.000	0.000	340588757.000	
2000	07	CG	ET	ZZ_Monde	2710	50915.000	0.000	7911283.000	
1999	02	CG	I	ZZ_Monde	8711	50884.000	317.000	137410744.000	
2010	11	CG	ET	ZZ_Monde	5208	50880.000	360.000	102940468.000	
2002	10	CG	ET	ZZ_Monde	5208	50875.000	0.000	645180658.000	
1998	03	CG	ET	ZZ_Monde	4407	50830.000	0.000	21799708.000	
2013	07	CG	ET	ZZ_Monde	3923	50827.000		93207133.000	
2003	10	CG	I	ZZ_Monde	4407	50825.000	0.000	1545600.000	
2005	08	CG	ET	ZZ_Monde	5208	50800.000	350.000	84107629.000	
2002	12	CG	I	ZZ_Monde	8708	50758.000	0.000	111886927.000	
2007	07	CG	I	ZZ_Monde	1601	50754.000	0.000	28409353.000	
2016	01	CG	ET	ZZ_Monde	3208	50751.000		36007120.000	
2006	10	CG	I	ZZ_Monde	4901	50721.000	0.000	90108325.000	
2002	05	CG	I	ZZ_Monde	4901	50713.000	0.000	27241856.000	
2002	09	CG	I	ZZ_Monde	9403	50701.000	0.000	41426214.000	
2001	04	CG	I	ZZ_Monde	2009	50661.000	0.000	19980000.000	
2003	05	CG	I	ZZ_Monde	7213	50652.000	0.000	9686863.000	
2010	12	CG	I	ZZ_Monde	3917	50639.000		80246298.000	
1998	01	CG	I	ZZ_Monde	4901	50627.000	0.000	84349666.000	
2006	05	CG	I	ZZ_Monde	8714	50618.000	953.000	38348008.000	
2013	08	CG	I	ZZ_Monde	7215	50618.000		14111512.000	
2005	02	CG	I	ZZ_Monde	4901	50615.000	0.000	105759980.000	
2001	03	CG	I	ZZ_Monde	4407	50604.000	0.000	1126800.000	
2003	12	CG	I	ZZ_Monde	6405	50602.000	1653.000	50328792.000	
2013	07	CG	ET	ZZ_Monde	0802	50594.000		157932607.000	
2008	02	CG	I	ZZ_Monde	0401	50567.000	0.000	20528662.000	
2012	12	CG	I	ZZ_Monde	3907	50556.000		66446769.000	
2008	04	CG	I	ZZ_Monde	4011	50549.000	1087.000	112022521.000	
1998	01	CG	I	ZZ_Monde	2009	50496.000	4774.000	15731237.000	
2002	05	CG	ET	ZZ_Monde	2402	50488.000	0.000	303362079.000	
2006	06	CG	I	ZZ_Monde	1005	50467.000	0.000	11217805.000	
2009	08	CG	ET	ZZ_Monde	8429	50450.000	0.000	86000000.000	
1998	04	CG	I	ZZ_Monde	3907	50443.000	0.000	48122099.000	
2006	08	CG	I	ZZ_Monde	3907	50424.000	0.000	49722191.000	
2005	04	CG	I	ZZ_Monde	4901	50422.000	0.000	60560403.000	
2007	01	CG	I	ZZ_Monde	2105	50421.000	0.000	26117568.000	
2011	05	CG	I	ZZ_Monde	8708	50418.500		123599081.000	
2001	02	CG	ET	ZZ_Monde	8506	50400.000	0.000	40108148.000	
2013	09	CG	ET	ZZ_Monde	2009	50400.000		9910000.000	
2012	09	CG	I	ZZ_Monde	8506	50397.000		14149426.000	
2010	03	CG	I	ZZ_Monde	8431	50386.200		263690396.000	
2002	09	CG	I	ZZ_Monde	2402	50385.000	0.000	314527341.000	
2011	03	CG	I	ZZ_Monde	7217	50366.000		13305256.000	
2006	01	CG	I	ZZ_Monde	4011	50365.000	1171.000	87358223.000	
2000	06	CG	I	ZZ_Monde	7210	50360.000	0.000	17131200.000	
2001	01	CG	I	ZZ_Monde	0710	50342.000	0.000	4132600.000	
2010	02	CG	I	ZZ_Monde	7204	50340.000		2517000.000	
2008	05	CG	I	ZZ_Monde	4412	50310.000	0.000	19166847.000	
2013	07	CG	ET	ZZ_Monde	4819	50291.000		30561751.000	
1999	09	CG	I	ZZ_Monde	4901	50279.000	0.000	241422832.000	
2005	02	CG	I	ZZ_Monde	8714	50273.000	126.000	23899550.000	
1998	05	CG	I	ZZ_Monde	6402	50258.000	1915.000	24749631.000	
2003	03	CG	I	ZZ_Monde	4011	50252.000	0.000	110181831.000	
2001	11	CG	I	ZZ_Monde	0401	50250.000	0.000	19527675.000	
2010	05	CG	ET	ZZ_Monde	3917	50245.000		50621955.000	
2007	01	CG	I	ZZ_Monde	7604	50236.000	0.000	41162135.000	
2009	07	CG	ET	ZZ_Monde	1902	50220.000	0.000	7000000.000	
2009	09	CG	I	ZZ_Monde	0401	50207.000	0.000	22232419.000	
1999	11	CG	I	ZZ_Monde	3917	50192.000	0.000	38041294.000	
2000	04	CG	I	ZZ_Monde	6402	50161.000	0.000	68408094.000	
2014	01	CG	ET	ZZ_Monde	2009	50150.000		9410000.000	
2002	11	CG	ET	ZZ_Monde	8429	50135.000	0.000	45801305.000	
2005	12	CG	I	ZZ_Monde	2105	50131.000	0.000	20129427.000	
2001	11	CG	ET	ZZ_Monde	1006	50110.000	0.000	7677146.000	
2013	10	CG	I	ZZ_Monde	1005	50100.000		23336385.000	
2002	05	CG	I	ZZ_Monde	6405	50079.000	0.000	21258518.000	
2006	08	CG	I	ZZ_Monde	3917	50078.000	0.000	30082647.000	
2001	01	CG	I	ZZ_Monde	1905	50076.000	0.000	57429724.000	
2000	02	CG	ET	ZZ_Monde	1704	50073.000	0.000	26548110.000	
2001	10	CG	I	ZZ_Monde	3907	50072.000	0.000	46916900.000	
2008	04	CG	I	ZZ_Monde	0401	50043.000	0.000	22788589.000	
2012	01	CG	I	ZZ_Monde	6109	50034.000	2623.000	25959649.000	
2010	09	CG	I	ZZ_Monde	8309	50021.000		114292712.000	
2005	09	CG	I	ZZ_Monde	7216	50016.000	0.000	21926265.000	
2016	02	CG	ET	ZZ_Monde	1511	50000.000		17500000.000	
2013	07	CG	I	ZZ_Monde	7209	50000.000		12800000.000	
2002	01	CG	I	ZZ_Monde	1512	50000.000	0.000	13191462.000	
2005	10	CG	ET	ZZ_Monde	7214	50000.000	0.000	12157562.000	
2012	01	CG	ET	ZZ_Monde	4901	50000.000		5000000.000	
2005	09	CG	ET	ZZ_Monde	7214	50000.000	0.000	12056545.000	
2001	01	CG	I	ZZ_Monde	1512	50000.000	0.000	13191462.000	
2009	07	CG	ET	ZZ_Monde	8431	50000.000	0.000	23339369.000	
2015	01	CG	ET	ZZ_Monde	1902	50000.000		24650000.000	
2015	08	CG	ET	ZZ_Monde	1902	50000.000		23000000.000	
2001	09	CG	I	ZZ_Monde	1512	50000.000	0.000	13191462.000	
2008	12	CG	ET	ZZ_Monde	4403	50000.000	0.000	2500000.000	
2001	10	CG	I	ZZ_Monde	1512	50000.000	0.000	13191462.000	
2011	02	CG	ET	ZZ_Monde	7602	50000.000		2500000.000	
2013	11	CG	ET	ZZ_Monde	7217	50000.000		20365690.000	
2014	01	CG	ET	ZZ_Monde	1511	50000.000		31250000.000	
2013	03	CG	ET	ZZ_Monde	7216	50000.000		20579844.000	
2013	01	CG	ET	ZZ_Monde	7602	50000.000		2500000.000	
2003	11	CG	I	ZZ_Monde	7215	50000.000	0.000	10525491.000	
2015	03	CG	I	ZZ_Monde	7209	50000.000		11000000.000	
2008	04	CG	ET	ZZ_Monde	1005	50000.000	0.000	5500000.000	
2000	02	CG	I	ZZ_Monde	4011	49964.000	0.000	72934666.000	
2004	01	CG	I	ZZ_Monde	4818	49959.000	0.000	17381056.000	
2004	04	CG	I	ZZ_Monde	0401	49957.000	0.000	22612909.000	
2015	09	CG	ET	ZZ_Monde	9403	49953.000	3136.000	111196696.000	
2008	04	CG	I	ZZ_Monde	5512	49953.000	316.000	53263592.000	
2011	04	CG	I	ZZ_Monde	3208	49943.000		19734344.000	
2000	08	CG	I	ZZ_Monde	2009	49930.000	0.000	16644447.000	
1999	10	CG	I	ZZ_Monde	8711	49899.000	506.000	266851966.000	
2003	05	CG	I	ZZ_Monde	7216	49889.000	0.000	13966389.000	
2007	03	CG	I	ZZ_Monde	2711	49886.000	0.000	15481068.000	
2001	10	CG	I	ZZ_Monde	7010	49858.000	0.000	13568155.000	
2003	07	CG	I	ZZ_Monde	8708	49833.000	0.000	147666170.000	
2007	05	CG	I	ZZ_Monde	2402	49825.000	0.000	270930949.000	
2012	05	CG	ET	ZZ_Monde	8431	49812.000		106271858.000	
2015	07	CG	I	ZZ_Monde	8309	49799.000		73396586.000	
2009	01	CG	ET	ZZ_Monde	8701	49794.000	0.000	292000000.000	
2012	07	CG	ET	ZZ_Monde	4901	49784.000		67800000.000	
2002	02	CG	I	ZZ_Monde	8711	49781.000	0.000	142792643.000	
2006	02	CG	I	ZZ_Monde	4901	49767.000	0.000	69500631.000	
2003	01	CG	I	ZZ_Monde	4011	49764.000	0.000	52636783.000	
2013	01	CG	I	ZZ_Monde	8438	49755.500	14.000	18177960.000	
1999	09	CG	I	ZZ_Monde	1905	49739.000	0.000	39996942.000	
1998	08	CG	ET	ZZ_Monde	5208	49718.000	520.000	89285738.000	
2000	04	CG	I	ZZ_Monde	3924	49709.000	0.000	30421432.000	
2006	07	CG	I	ZZ_Monde	3907	49705.000	0.000	52098729.000	
2004	04	CG	ET	ZZ_Monde	3401	49700.000	0.000	47113050.000	
2007	12	CG	ET	ZZ_Monde	3208	49698.000	0.000	45657762.000	
2007	09	CG	I	ZZ_Monde	7010	49650.000	0.000	19708905.000	
2002	12	CG	I	ZZ_Monde	4202	49572.000	0.000	33632740.000	
1998	01	CG	I	ZZ_Monde	2711	49537.000	0.000	21788745.000	
2001	02	CG	I	ZZ_Monde	5515	49531.000	0.000	51707142.000	
2012	09	CG	I	ZZ_Monde	0302	49500.000		11873532.000	
2003	02	CG	I	ZZ_Monde	8714	49458.000	0.000	29767673.000	
2012	01	CG	I	ZZ_Monde	5515	49418.000	7.000	32029392.000	
2009	11	CG	I	ZZ_Monde	4901	49371.000	0.000	169625169.000	
2009	12	CG	ET	ZZ_Monde	7604	49347.000	0.000	50300144.000	
2005	12	CG	ET	ZZ_Monde	3917	49335.000	0.000	41383500.000	
1998	08	CG	I	ZZ_Monde	3401	49333.000	0.000	52569117.000	
2005	03	CG	I	ZZ_Monde	4011	49331.000	2647.000	85305971.000	
2000	06	CG	ET	ZZ_Monde	4819	49330.000	0.000	36033500.000	
2014	12	CG	ET	ZZ_Monde	4819	49323.000		21645017.000	
2009	06	CG	I	ZZ_Monde	5512	49311.000	0.000	22967052.000	
2004	05	CG	I	ZZ_Monde	2103	49307.000	0.000	6808030.000	
1999	06	CG	I	ZZ_Monde	9403	49278.000	2539.000	178168024.000	
2000	05	CG	I	ZZ_Monde	0402	49270.000	0.000	57908300.000	
2013	06	CG	I	ZZ_Monde	0302	49268.000		11250000.000	
2006	12	CG	I	ZZ_Monde	0710	49265.000	0.000	6041451.000	
2005	04	CG	I	ZZ_Monde	1005	49253.000	0.000	9429737.000	
2012	09	CG	I	ZZ_Monde	4901	49249.000		338905191.000	
2007	02	CG	ET	ZZ_Monde	5208	49248.000	0.000	87091200.000	
2003	05	CG	I	ZZ_Monde	8502	49212.000	0.000	150597973.000	
2005	08	CG	I	ZZ_Monde	8714	49192.000	5.000	21546837.000	
2006	11	CG	I	ZZ_Monde	1901	49189.000	0.000	114232793.000	
2016	01	CG	I	ZZ_Monde	1602	49157.000		22442232.000	
2016	02	CG	ET	ZZ_Monde	5512	49150.000		14549973.000	
2006	08	CG	I	ZZ_Monde	7216	49138.000	0.000	28716383.000	
2010	08	CG	I	ZZ_Monde	7005	49103.000		11188234.000	
1998	12	CG	I	ZZ_Monde	8714	49102.000	0.000	29299022.000	
2004	02	CG	I	ZZ_Monde	8714	49073.000	149.000	26218708.000	
2005	08	CG	I	ZZ_Monde	1005	49057.000	0.000	10152327.000	
2009	02	CG	I	ZZ_Monde	2009	49047.000	0.000	12180652.000	
2006	10	CG	I	ZZ_Monde	2402	49003.000	0.000	257101896.000	
2007	03	CG	ET	ZZ_Monde	0303	49000.000	0.000	12297000.000	
2012	02	CG	I	ZZ_Monde	2402	49000.000		232360851.000	
2002	05	CG	ET	ZZ_Monde	1704	48996.000	0.000	22852991.000	
2013	03	CG	ET	ZZ_Monde	9403	48962.000	496.000	38063093.000	
2005	11	CG	I	ZZ_Monde	1005	48955.000	0.000	9919546.000	
2015	06	CG	I	ZZ_Monde	2402	48928.000		92887997.000	
1998	10	CG	I	ZZ_Monde	2202	48927.000	5130.000	19163000.000	
2000	06	CG	ET	ZZ_Monde	5512	48925.000	0.000	44173055.000	
2008	06	CG	I	ZZ_Monde	1601	48906.000	0.000	28691181.000	
2001	12	CG	I	ZZ_Monde	4901	48897.000	0.000	111836469.000	
1998	07	CG	ET	ZZ_Monde	3401	48896.000	0.000	7566367.000	
2001	12	CG	ET	ZZ_Monde	8429	48890.000	0.000	32359100.000	
2001	01	CG	I	ZZ_Monde	4202	48887.000	0.000	52683305.000	
2003	08	CG	I	ZZ_Monde	1005	48881.000	0.000	12792318.000	
1998	10	CG	I	ZZ_Monde	6402	48860.000	2228.000	52667853.000	
2007	05	CG	I	ZZ_Monde	2711	48852.000	0.000	15351717.000	
2004	08	CG	I	ZZ_Monde	9403	48852.000	617.000	45123519.000	
1999	03	CG	I	ZZ_Monde	9403	48842.000	315.000	59143797.000	
2009	01	CG	ET	ZZ_Monde	8704	48840.000	0.000	101841684.000	
2004	06	CG	I	ZZ_Monde	4202	48840.000	717.000	35668269.000	
2003	11	CG	I	ZZ_Monde	4901	48838.000	0.000	89383946.000	
2010	11	CG	I	ZZ_Monde	3208	48812.000		22448442.000	
2001	01	CG	ET	ZZ_Monde	1704	48786.000	0.000	12734500.000	
2004	05	CG	I	ZZ_Monde	4901	48750.000	0.000	48066726.000	
2004	01	CG	I	ZZ_Monde	4407	48750.000	0.000	1170000.000	
2009	06	CG	I	ZZ_Monde	0401	48700.000	0.000	20672080.000	
1998	11	CG	I	ZZ_Monde	4819	48697.000	0.000	39683006.000	
2009	08	CG	I	ZZ_Monde	1601	48685.000	0.000	24643855.000	
2003	02	CG	I	ZZ_Monde	3917	48680.000	0.000	40272926.000	
2001	07	CG	I	ZZ_Monde	4802	48667.000	0.000	24124800.000	
2007	10	CG	I	ZZ_Monde	0710	48660.000	0.000	14558204.000	
2002	11	CG	ET	ZZ_Monde	1704	48657.000	0.000	16559055.000	
1999	01	CG	I	ZZ_Monde	3304	48646.000	0.000	56582209.000	
2009	10	CG	I	ZZ_Monde	3208	48577.000	0.000	15743030.000	
2006	04	CG	I	ZZ_Monde	5209	48574.000	915.000	28565363.000	
2010	02	CG	I	ZZ_Monde	8502	48573.000	148.000	119758398.000	
2008	12	CG	I	ZZ_Monde	7604	48563.000	0.000	28807283.000	
2001	12	CG	ET	ZZ_Monde	1512	48540.000	0.000	32256383.000	
1998	10	CG	I	ZZ_Monde	3907	48535.000	0.000	49581888.000	
2003	08	CG	I	ZZ_Monde	0302	48510.000	0.000	8316261.000	
2009	06	CG	I	ZZ_Monde	1005	48500.000	0.000	15989022.000	
2011	11	CG	I	ZZ_Monde	1005	48450.000		13095842.000	
2014	06	CG	ET	ZZ_Monde	8429	48445.000	5.000	42106078.000	
2002	06	CG	I	ZZ_Monde	4901	48419.000	0.000	80994725.000	
1998	12	CG	I	ZZ_Monde	2009	48410.000	24378.000	18033400.000	
1998	08	CG	I	ZZ_Monde	7217	48394.000	0.000	13524185.000	
1998	12	CG	ET	ZZ_Monde	1704	48370.000	0.000	22184000.000	
2001	06	CG	I	ZZ_Monde	6109	48365.000	0.000	21828729.000	
2007	02	CG	I	ZZ_Monde	0401	48340.000	0.000	16118728.000	
1999	04	CG	I	ZZ_Monde	2104	48330.000	0.000	57038404.000	
2004	02	CG	I	ZZ_Monde	9403	48314.000	687.000	69961784.000	
2008	05	CG	I	ZZ_Monde	5512	48304.000	86.000	55421928.000	
2003	10	CG	I	ZZ_Monde	4901	48274.000	0.000	91063805.000	
2003	02	CG	ET	ZZ_Monde	2202	48250.000	0.000	19657808.000	
2008	08	CG	I	ZZ_Monde	4818	48246.000	0.000	26309153.000	
2006	11	CG	I	ZZ_Monde	8714	48207.000	2094.000	33326650.000	
2005	10	CG	I	ZZ_Monde	1005	48200.000	0.000	9152388.000	
2005	12	CG	ET	ZZ_Monde	3208	48185.000	0.000	55251933.000	
2002	08	CG	I	ZZ_Monde	7323	48180.000	0.000	29527660.000	
2011	07	CG	I	ZZ_Monde	8708	48168.360		82433864.000	
2001	02	CG	I	ZZ_Monde	8714	48117.000	0.000	16758282.000	
2000	06	CG	I	ZZ_Monde	3907	48093.000	0.000	64220849.000	
2001	12	CG	I	ZZ_Monde	7323	48091.000	0.000	29627817.000	
2004	08	CG	I	ZZ_Monde	3907	48085.000	0.000	39267690.000	
2004	06	CG	I	ZZ_Monde	4011	48082.000	10859.000	94508880.000	
1998	03	CG	I	ZZ_Monde	1704	48072.000	0.000	19436200.000	
2007	07	CG	I	ZZ_Monde	7010	48054.000	0.000	5258238.000	
2001	08	CG	ET	ZZ_Monde	2204	48033.000	0.000	16323000.000	
2000	06	CG	ET	ZZ_Monde	8704	48000.000	0.000	29983007.000	
2015	07	CG	ET	ZZ_Monde	0207	48000.000		38400000.000	
2006	11	CG	ET	ZZ_Monde	7214	48000.000	0.000	13264166.000	
2004	10	CG	I	ZZ_Monde	4412	48000.000	0.000	11845255.000	
2012	01	CG	ET	ZZ_Monde	8506	48000.000		4800000.000	
2002	01	CG	I	ZZ_Monde	8714	47988.000	0.000	40448491.000	
2002	11	CG	I	ZZ_Monde	7323	47972.000	0.000	34895650.000	
1999	06	CG	I	ZZ_Monde	3924	47971.000	0.000	18217739.000	
2000	01	CG	ET	ZZ_Monde	1704	47952.000	0.000	40394354.000	
2002	10	CG	I	ZZ_Monde	1005	47951.000	0.000	11688010.000	
2009	05	CG	I	ZZ_Monde	3208	47928.000	0.000	13796173.000	
1999	12	CG	I	ZZ_Monde	4412	47910.000	0.000	15610098.000	
2000	03	CG	I	ZZ_Monde	7216	47883.000	0.000	20378079.000	
2003	02	CG	I	ZZ_Monde	8708	47865.000	0.000	106643471.000	
2008	04	CG	I	ZZ_Monde	7005	47860.000	0.000	14878946.000	
2008	10	CG	I	ZZ_Monde	1601	47849.000	0.000	28932165.000	
2013	01	CG	ET	ZZ_Monde	4819	47830.000		36622459.000	
1998	08	CG	I	ZZ_Monde	3304	47812.000	0.000	43454138.000	
2000	10	CG	I	ZZ_Monde	7216	47806.000	0.000	13009130.000	
2011	08	CG	I	ZZ_Monde	5515	47790.000	5.000	29054349.000	
1998	09	CG	ET	ZZ_Monde	4901	47790.000	0.000	58070700.000	
2002	08	CG	ET	ZZ_Monde	7213	47779.000	0.000	162450462.000	
2002	08	CG	ET	ZZ_Monde	8704	47774.000	0.000	55259931.000	
2014	08	CG	I	ZZ_Monde	4818	47771.000		17680973.000	
2008	07	CG	I	ZZ_Monde	0401	47752.000	0.000	31680691.000	
1998	11	CG	I	ZZ_Monde	3304	47733.000	0.000	86646621.000	
2000	10	CG	I	ZZ_Monde	0401	47724.000	0.000	18501170.000	
1998	06	CG	ET	ZZ_Monde	4819	47686.000	0.000	49383441.000	
2001	02	CG	I	ZZ_Monde	8716	47680.000	0.000	8544000.000	
2008	09	CG	I	ZZ_Monde	8438	47657.000	0.000	118944463.000	
2003	02	CG	I	ZZ_Monde	0401	47604.000	0.000	19214380.000	
2007	04	CG	I	ZZ_Monde	8309	47601.000	0.000	90877829.000	
1999	01	CG	I	ZZ_Monde	7005	47578.000	0.000	21462197.000	
2002	04	CG	I	ZZ_Monde	8714	47569.000	0.000	16792892.000	
2011	06	CG	I	ZZ_Monde	2402	47560.000		235043338.000	
2000	03	CG	I	ZZ_Monde	5515	47514.000	0.000	61979864.000	
2009	09	CG	ET	ZZ_Monde	7217	47503.000	0.000	19918342.000	
