Year	Period	TRADETYPE	FLOW	PARTENAIRE	HS2012	POIDNET	QUANTITE	VALEURINSAE	
2013	11	CG	I	ZZ_Monde	1006	200403990.000	3447164.000	23482812260.075	
2015	12	CG	I	ZZ_Monde	1006	176915608.000		58334595682.375	
2015	11	CG	I	ZZ_Monde	1006	174352315.000		52723041076.036	
2014	10	CG	I	ZZ_Monde	1006	170036542.000	2792689.000	60871542373.552	
2014	09	CG	I	ZZ_Monde	1006	165321100.500	2908020.000	61489420130.802	
2001	07	CG	I	ZZ_Monde	2523	163497310.000	0.000	4576444066.000	
2013	10	CG	I	ZZ_Monde	1006	162667584.000	2255210.000	18950298905.285	
2010	08	CG	ET	ZZ_Monde	1006	159888200.000	618044.000	3764049750.000	
2013	09	CG	I	ZZ_Monde	1006	157997761.000	868179754.000	29780048402.203	
2001	12	CG	I	ZZ_Monde	2523	156205865.000	0.000	4145094761.000	
2009	08	CG	I	ZZ_Monde	2523	153706780.000	0.000	4806652272.000	
1999	10	CG	I	ZZ_Monde	2523	153159530.000	0.000	3877820629.000	
2011	04	CG	I	ZZ_Monde	2523	151208730.000		5098575638.000	
2015	10	CG	I	ZZ_Monde	1006	146015066.000		42393133932.654	
2013	12	CG	I	ZZ_Monde	1006	140733353.000	1989112.000	18527171656.724	
2008	09	CG	I	ZZ_Monde	2710	140544482.000	0.000	52560800267.000	
2014	11	CG	I	ZZ_Monde	1006	138173312.000	2382308.000	48863421027.439	
2015	09	CG	I	ZZ_Monde	1006	131064590.000		34633507116.269	
2014	12	CG	I	ZZ_Monde	1006	129767046.000	2217411.000	45574737383.310	
2013	07	CG	I	ZZ_Monde	1006	129355746.000	119340.000	36604340884.259	
2008	10	CG	I	ZZ_Monde	2710	124166905.000	0.000	32219538501.000	
2012	10	CG	I	ZZ_Monde	2523	123893300.000		4946428825.000	
2011	06	CG	I	ZZ_Monde	2523	123186533.000		4226859388.000	
2000	07	CG	I	ZZ_Monde	2523	120525548.000	0.000	3034279236.000	
2009	01	CG	I	ZZ_Monde	2710	119822588.000	0.000	33404218820.000	
2012	02	CG	I	ZZ_Monde	2523	118843953.000		4470340893.000	
2014	07	CG	I	ZZ_Monde	1006	117727148.000	2016428.000	43639248725.487	
2016	02	CG	I	ZZ_Monde	2523	116555727.480		4089640714.800	
2014	03	CG	I	ZZ_Monde	1006	115648517.000	2446173.000	49928036551.625	
2013	08	CG	I	ZZ_Monde	2523	115377540.000		4646013540.000	
2011	07	CG	I	ZZ_Monde	2523	114578890.000		4469881579.000	
2014	03	CG	I	ZZ_Monde	2523	112696168.000		4041736175.000	
2011	10	CG	I	ZZ_Monde	2523	112471535.000		4385853818.000	
2012	03	CG	I	ZZ_Monde	2523	112363467.000		4733830385.000	
2006	08	CG	I	ZZ_Monde	2523	111016430.000	0.000	4271361993.000	
2009	11	CG	I	ZZ_Monde	1006	110813353.000	0.000	6657556237.000	
2013	06	CG	I	ZZ_Monde	2523	110655094.000		4377223582.000	
2006	06	CG	I	ZZ_Monde	2523	110386462.000	0.000	3960375392.000	
2013	08	CG	I	ZZ_Monde	1006	109711451.000	252460.000	29472112294.356	
2014	04	CG	I	ZZ_Monde	1006	109602545.000	1584907.000	37750639834.534	
2001	03	CG	I	ZZ_Monde	2523	109089050.000	0.000	2978727650.000	
2014	08	CG	I	ZZ_Monde	1006	108701622.000	1863663.000	39365360038.025	
2000	12	CG	I	ZZ_Monde	2523	108192773.000	0.000	2713235609.000	
1999	12	CG	I	ZZ_Monde	2523	107256652.000	0.000	3153124556.000	
2010	03	CG	I	ZZ_Monde	2523	105158136.000		3525346808.000	
2014	09	CG	I	ZZ_Monde	2523	104893931.000		3684095047.000	
2007	08	CG	I	ZZ_Monde	2523	104844075.000	0.000	4529708122.000	
2013	11	CG	I	ZZ_Monde	2523	103735810.000		4296793623.000	
2005	03	CG	I	ZZ_Monde	2523	99599347.000	0.000	3293898698.000	
2016	03	CG	I	ZZ_Monde	1006	99364655.000		17604236149.000	
2013	09	CG	I	ZZ_Monde	2523	98991569.000		4867770287.000	
2009	03	CG	I	ZZ_Monde	2523	98804095.000	0.000	2030823278.000	
2014	06	CG	I	ZZ_Monde	1006	98378296.000	1556239.000	35637501143.112	
2016	02	CG	I	ZZ_Monde	1006	98303895.000		19079338111.000	
2007	11	CG	I	ZZ_Monde	1006	98224222.000	0.000	15078881354.000	
2008	07	CG	I	ZZ_Monde	2710	96971055.000	0.000	32643663593.000	
2011	02	CG	I	ZZ_Monde	2523	96822889.000		3391661550.000	
2002	08	CG	I	ZZ_Monde	2523	94679186.000	0.000	2592616107.000	
2002	11	CG	I	ZZ_Monde	2523	93925727.000	0.000	2437384275.000	
2009	09	CG	I	ZZ_Monde	2523	93862338.000	0.000	3066041440.000	
2012	07	CG	I	ZZ_Monde	2523	92696931.000		3600080005.000	
2013	06	CG	I	ZZ_Monde	1006	92208754.000	109800.000	26287671467.950	
2014	05	CG	I	ZZ_Monde	1006	92117134.000	1591004.000	32629883898.605	
2013	12	CG	I	ZZ_Monde	2523	91569910.000		3616659073.000	
2009	12	CG	I	ZZ_Monde	1006	91358830.000	1860882.000	5807749559.000	
2003	01	CG	I	ZZ_Monde	2523	90917671.000	0.000	2332264182.000	
2010	12	CG	I	ZZ_Monde	2523	90916000.000		3018847719.000	
2003	12	CG	I	ZZ_Monde	2523	90898962.000	0.000	2385278620.000	
2009	09	CG	I	ZZ_Monde	1006	90866489.000	0.000	4593796531.000	
2012	05	CG	I	ZZ_Monde	2523	89572784.000		3396944351.000	
2013	03	CG	I	ZZ_Monde	1006	88841675.000	124500.000	24897991500.068	
2008	06	CG	I	ZZ_Monde	2523	88449627.000	0.000	386274197.000	
2013	01	CG	I	ZZ_Monde	2523	88282210.000		3324803236.000	
2005	08	CG	I	ZZ_Monde	2523	87937000.000	0.000	3120406890.000	
2013	02	CG	I	ZZ_Monde	1006	87658402.000	58000.000	24112062992.362	
2014	07	CG	I	ZZ_Monde	2523	85974000.000		3019333057.000	
2011	11	CG	I	ZZ_Monde	2523	85764000.000		3177600038.000	
2010	03	CG	ET	ZZ_Monde	1006	85499850.000	1902091.000	8657257200.000	
2011	12	CG	I	ZZ_Monde	2523	85352009.000		3468833861.000	
2004	06	CG	I	ZZ_Monde	2523	85260000.000	0.000	2382685444.000	
2014	12	CG	I	ZZ_Monde	2710	84904769.000	66167946.000	26557422287.000	
2009	10	CG	I	ZZ_Monde	1006	84101552.000	0.000	5463216364.000	
2008	04	CG	I	ZZ_Monde	1006	84037352.000	0.000	12603092372.000	
2008	12	CG	I	ZZ_Monde	2523	83510300.000	0.000	340892822.000	
2014	04	CG	I	ZZ_Monde	2523	83041239.000		2935981257.000	
2015	05	CG	I	ZZ_Monde	2523	82752338.610		2930043865.000	
2013	05	CG	I	ZZ_Monde	2523	82046788.000		3386084379.000	
2006	05	CG	I	ZZ_Monde	2523	81863350.000	0.000	3434843762.000	
2003	05	CG	I	ZZ_Monde	2523	81604920.000	0.000	2066487161.000	
2003	09	CG	I	ZZ_Monde	2523	81540500.000	0.000	2073393346.000	
2015	05	CG	ET	ZZ_Monde	2523	80966000.000		5232005480.000	
2014	03	CG	ET	ZZ_Monde	2523	80338000.000		5634082000.000	
2014	01	CG	I	ZZ_Monde	1006	79876652.000	1241641.000	25374829641.587	
2006	11	CG	I	ZZ_Monde	1006	79773800.000	1105281.000	11470844265.000	
2012	04	CG	I	ZZ_Monde	2523	79582600.000		3164984238.000	
2011	08	CG	I	ZZ_Monde	2523	79450010.000		2928023635.000	
2013	10	CG	I	ZZ_Monde	2523	79019180.000		3393777033.000	
1998	11	CG	I	ZZ_Monde	2523	78602500.000	0.000	2260509800.000	
2015	08	CG	I	ZZ_Monde	1006	78233268.000		23084646531.513	
2016	01	CG	I	ZZ_Monde	1006	77545587.000		15243605173.000	
2008	05	CG	I	ZZ_Monde	2523	77352002.000	0.000	328177799.000	
2008	02	CG	I	ZZ_Monde	2523	76993604.000	0.000	7045058310.000	
2010	06	CG	I	ZZ_Monde	2523	76717477.000		2739531511.000	
2007	05	CG	I	ZZ_Monde	2523	75814500.000	0.000	3296756074.000	
2010	03	CG	I	ZZ_Monde	1006	75798254.000	1451707.000	18755623074.094	
2010	05	CG	I	ZZ_Monde	2523	75170070.000		2483468361.000	
2012	07	CG	I	ZZ_Monde	2710	75080345.000	58641886.000	28067643935.000	
2006	08	CG	I	ZZ_Monde	2710	74624705.000	0.000	24237741469.000	
2014	02	CG	I	ZZ_Monde	1006	74439898.000	1165183.000	23533894044.299	
2013	01	CG	I	ZZ_Monde	1006	74296340.000	29419.000	20969755817.131	
2000	02	CG	I	ZZ_Monde	2523	73716330.000	0.000	1862361570.000	
2013	04	CG	I	ZZ_Monde	1006	73401837.000	23000.000	20539502618.885	
2013	01	CG	I	ZZ_Monde	2710	73401682.000	82056362.000	26081341626.000	
2009	07	CG	I	ZZ_Monde	1006	73313832.000	0.000	5254014077.000	
2008	08	CG	I	ZZ_Monde	2710	73181155.000	0.000	26358991506.000	
2006	12	CG	I	ZZ_Monde	1006	73134580.000	1444755.000	10754059478.000	
2013	05	CG	I	ZZ_Monde	1006	73082573.000	56328.000	20680392454.655	
2007	01	CG	I	ZZ_Monde	1006	72968726.000	0.000	10359921767.000	
2007	06	CG	I	ZZ_Monde	2523	72604350.000	0.000	2954876322.000	
2010	02	CG	I	ZZ_Monde	2523	72537710.000		2367551452.000	
2010	01	CG	I	ZZ_Monde	1006	72515927.000	151341044.000	4416545724.000	
2007	03	CG	I	ZZ_Monde	2523	72514005.000	0.000	2948944297.000	
2005	11	CG	I	ZZ_Monde	2523	72230350.000	0.000	2658472236.000	
2005	12	CG	I	ZZ_Monde	2523	72190260.000	0.000	2720344480.000	
2012	11	CG	I	ZZ_Monde	1006	72045904.000	31100.000	20912232314.585	
2015	09	CG	I	ZZ_Monde	2710	72008239.000	66866622.000	22018679657.000	
2015	02	CG	I	ZZ_Monde	2523	71906914.740		2528572269.000	
2006	03	CG	I	ZZ_Monde	2523	71307790.000	0.000	2685324968.000	
2006	10	CG	I	ZZ_Monde	2523	70888180.000	0.000	2819238641.000	
2012	09	CG	I	ZZ_Monde	2523	70703503.000		3112992337.000	
2008	07	CG	I	ZZ_Monde	1006	70698738.000	0.000	7840210139.000	
2007	08	CG	I	ZZ_Monde	1006	70253327.000	0.000	10466122066.000	
2002	03	CG	I	ZZ_Monde	2523	70205230.000	0.000	1996107883.000	
2008	09	CG	ET	ZZ_Monde	2710	70068652.000	0.000	23747932457.000	
1998	06	CG	I	ZZ_Monde	2523	69894000.000	0.000	1836008200.000	
2010	08	CG	I	ZZ_Monde	2523	69885250.000		2389240736.000	
2005	04	CG	I	ZZ_Monde	2523	69884800.000	0.000	2291415796.000	
2015	01	CG	I	ZZ_Monde	1006	69818238.000		13606443752.000	
2007	07	CG	I	ZZ_Monde	1006	69408540.000	0.000	10075428576.000	
2015	04	CG	I	ZZ_Monde	2710	68844127.000	67739592.000	22727989902.000	
2014	01	CG	I	ZZ_Monde	2523	68620000.000		2502200000.000	
2008	02	CG	I	ZZ_Monde	1006	68394168.000	0.000	9997441498.000	
2005	11	CG	I	ZZ_Monde	1006	68145320.000	1266154.000	9631571982.000	
2012	01	CG	I	ZZ_Monde	2710	68133944.000	57814716.000	20329515680.000	
2015	03	CG	I	ZZ_Monde	2523	68009135.500		2393124528.000	
2008	08	CG	I	ZZ_Monde	1006	67869387.000	0.000	5471028316.000	
2009	02	CG	I	ZZ_Monde	2710	67083492.000	0.000	12853745967.000	
2010	09	CG	I	ZZ_Monde	2523	66778243.000		2258945923.000	
2010	04	CG	I	ZZ_Monde	1006	66775201.000	1209982.000	16581017039.572	
2004	11	CG	I	ZZ_Monde	2523	66651900.000	0.000	1899901064.000	
2012	12	CG	I	ZZ_Monde	2523	66431900.000		2974941567.000	
2007	12	CG	I	ZZ_Monde	1006	66281512.000	0.000	9261888149.000	
2008	06	CG	I	ZZ_Monde	1006	66183844.000	0.000	6930165580.000	
2009	12	CG	I	ZZ_Monde	2523	65977400.000	0.000	2168992000.000	
2014	03	CG	ET	ZZ_Monde	2710	64559990.320	75364403.000	30893471827.000	
2001	05	CG	I	ZZ_Monde	2523	64523222.000	0.000	1846844887.000	
2012	12	CG	I	ZZ_Monde	1006	64121752.000	40700.000	18148086655.432	
2012	04	CG	I	ZZ_Monde	1006	64075288.000	10275.000	17920015135.168	
2000	08	CG	I	ZZ_Monde	2523	62910108.000	0.000	1936879920.000	
2015	01	CG	I	ZZ_Monde	2523	62331775.090		2182077772.000	
2009	11	CG	I	ZZ_Monde	2523	62080473.000	0.000	2192215552.000	
2013	04	CG	I	ZZ_Monde	2523	62044780.000		2742066912.000	
2008	09	CG	I	ZZ_Monde	2523	62001375.000	0.000	248249931.000	
2005	07	CG	I	ZZ_Monde	2523	61946125.000	0.000	2131155643.000	
2015	07	CG	I	ZZ_Monde	2710	61302701.000	50585359.000	19443728702.000	
2013	02	CG	I	ZZ_Monde	2523	61060175.000		2315216828.000	
2012	01	CG	I	ZZ_Monde	2523	60804083.000		2600139704.000	
2009	01	CG	I	ZZ_Monde	2523	60304000.000	0.000	254260789.000	
2003	06	CG	I	ZZ_Monde	2523	60299973.000	0.000	1520863436.000	
2015	01	CG	ET	ZZ_Monde	2523	59909400.000		3937125690.000	
2003	08	CG	I	ZZ_Monde	2523	59735000.000	0.000	1460081307.000	
2008	01	CG	I	ZZ_Monde	1006	59563879.000	0.000	7899773747.000	
2004	09	CG	I	ZZ_Monde	2523	59552000.000	0.000	1698346726.000	
2015	11	CG	I	ZZ_Monde	2523	59370073.860		2077965694.000	
2012	08	CG	I	ZZ_Monde	2523	59153897.000		2583542491.000	
2015	02	CG	I	ZZ_Monde	2710	59102052.000	53098720.000	18001752514.000	
2010	10	CG	I	ZZ_Monde	1006	59036807.000	1359730.000	16558792655.648	
2002	07	CG	I	ZZ_Monde	2523	58838188.000	0.000	1689256961.000	
2010	02	CG	I	ZZ_Monde	1006	58582306.000	1205894.000	14640650020.097	
2012	11	CG	I	ZZ_Monde	2523	58296100.000		2528599967.000	
2011	05	CG	I	ZZ_Monde	2523	58244200.000		2466285605.000	
2012	06	CG	I	ZZ_Monde	2523	57676800.000		2457764198.000	
2001	08	CG	I	ZZ_Monde	2523	57542020.000	0.000	1585647421.000	
2003	07	CG	I	ZZ_Monde	2710	57405350.000	0.000	9386062266.000	
2007	02	CG	I	ZZ_Monde	2710	57279013.000	0.000	17420309318.000	
2002	01	CG	I	ZZ_Monde	2523	57212530.000	0.000	1640708837.000	
2006	01	CG	I	ZZ_Monde	1006	57210092.000	1160512.000	8186860314.000	
2007	03	CG	I	ZZ_Monde	2710	56942485.000	0.000	18700976671.000	
2006	10	CG	I	ZZ_Monde	1006	56734435.000	954914.000	8024146677.000	
2010	04	CG	I	ZZ_Monde	2710	56734303.000	60355838.000	19601845770.000	
2004	01	CG	I	ZZ_Monde	2523	56644250.000	0.000	1412426434.000	
2003	11	CG	I	ZZ_Monde	2523	56516075.000	0.000	1446606173.000	
2009	03	CG	I	ZZ_Monde	2710	56378012.000	0.000	13045148422.000	
2014	11	CG	I	ZZ_Monde	2523	56361567.000		1997564285.000	
2001	10	CG	I	ZZ_Monde	2523	56268260.000	0.000	1582370505.000	
2015	07	CG	I	ZZ_Monde	1006	56081640.000		14514780707.163	
2014	06	CG	I	ZZ_Monde	2523	55491000.000		1965258515.000	
2007	11	CG	I	ZZ_Monde	2523	55399438.000	0.000	2606966741.000	
2011	03	CG	I	ZZ_Monde	2523	55329133.000		2318008611.000	
2005	01	CG	I	ZZ_Monde	1006	55254070.000	1073908.000	7506073569.000	
2015	04	CG	ET	ZZ_Monde	0801	54960678.000		15998983438.000	
2010	12	CG	I	ZZ_Monde	2710	54957345.000	77718404.000	25674746470.000	
2009	05	CG	I	ZZ_Monde	2710	54827503.000	0.000	12106504924.000	
2001	01	CG	I	ZZ_Monde	2523	54707263.000	0.000	1523906506.000	
2010	11	CG	I	ZZ_Monde	2523	54036366.000		1918822199.000	
2010	08	CG	I	ZZ_Monde	2710	53987988.000	47988264.000	19425162715.000	
2002	12	CG	I	ZZ_Monde	2523	53625878.000	0.000	1393634386.000	
2007	01	CG	I	ZZ_Monde	2710	53536571.000	0.000	17059943368.000	
2010	06	CG	I	ZZ_Monde	1006	53418483.000	1092458.000	13400912515.135	
2006	10	CG	I	ZZ_Monde	2710	53262997.000	0.000	13486090481.000	
2008	10	CG	I	ZZ_Monde	1006	53217940.000	0.000	4737413501.000	
2015	01	CG	I	ZZ_Monde	2710	53012706.000	59144599.000	18295286610.000	
2015	07	CG	I	ZZ_Monde	2523	52818160.750		1848701532.000	
2007	12	CG	I	ZZ_Monde	2523	52757700.000	0.000	2915395040.000	
2014	04	CG	ET	ZZ_Monde	0801	52414208.000		14390810162.000	
2005	08	CG	I	ZZ_Monde	1006	52366809.000	730528.000	7520091032.000	
2010	12	CG	I	ZZ_Monde	1006	52230244.000	973781.000	14289090921.510	
2002	03	CG	I	ZZ_Monde	2710	52044034.000	0.000	7965957100.000	
2006	09	CG	I	ZZ_Monde	1006	51850385.000	1115151.000	7435991847.000	
2008	10	CG	ET	ZZ_Monde	2710	51751053.000	0.000	19996704710.000	
2004	10	CG	I	ZZ_Monde	2523	51611282.000	0.000	1484544383.000	
2008	12	CG	I	ZZ_Monde	1006	51511852.000	0.000	4727759758.000	
2012	02	CG	I	ZZ_Monde	2710	51315866.000	33501048.000	19204426427.000	
2011	01	CG	I	ZZ_Monde	2710	51295493.000	52748849.000	18715430593.000	
2015	10	CG	I	ZZ_Monde	2523	51289458.530		1798179185.000	
2010	05	CG	ET	ZZ_Monde	1006	51234700.000	1058102.000	4332763700.000	
2012	10	CG	I	ZZ_Monde	1006	51231231.000	12700.000	14735519228.655	
2007	09	CG	I	ZZ_Monde	1006	51225155.000	0.000	7640598435.000	
2016	01	CG	I	ZZ_Monde	2523	50971269.570		1789639579.050	
2010	11	CG	I	ZZ_Monde	1006	50471523.000	1050277.000	13791895940.877	
2009	07	CG	I	ZZ_Monde	2710	50428206.000	0.000	13328898894.000	
2009	04	CG	I	ZZ_Monde	2710	50293735.000	0.000	11655485957.000	
1998	03	CG	I	ZZ_Monde	2523	49700000.000	0.000	1347630721.000	
2012	08	CG	I	ZZ_Monde	1006	49571965.000	7150.000	15633124669.367	
2007	05	CG	I	ZZ_Monde	1006	49388596.000	0.000	7356307418.000	
2009	10	CG	I	ZZ_Monde	2523	48764434.000	0.000	1848615563.000	
2000	05	CG	I	ZZ_Monde	2523	48516980.000	0.000	1239737637.000	
2008	03	CG	I	ZZ_Monde	1006	48447405.000	0.000	6105136741.000	
2005	09	CG	I	ZZ_Monde	1006	48366250.000	876061.000	6910679557.000	
2010	10	CG	I	ZZ_Monde	2523	48316006.000		1681084851.000	
2008	05	CG	I	ZZ_Monde	1006	47958105.000	0.000	6282084292.000	
2005	06	CG	I	ZZ_Monde	2710	47893896.000	0.000	11804855945.000	
1999	05	CG	I	ZZ_Monde	2523	47786800.000	0.000	1240167526.000	
2009	08	CG	I	ZZ_Monde	1006	47702424.000	0.000	2847838104.000	
2000	11	CG	I	ZZ_Monde	2710	47601127.000	0.000	11907035229.000	
2001	01	CG	I	ZZ_Monde	2710	47587033.000	0.000	11064763204.000	
2012	01	CG	I	ZZ_Monde	1006	47433495.000	56960.000	12958055900.891	
2014	10	CG	I	ZZ_Monde	2710	47312994.400	43326658.000	16430086534.000	
2010	04	CG	I	ZZ_Monde	2523	47297330.000		1638974309.000	
2010	07	CG	ET	ZZ_Monde	1006	47292450.000	1177931.000	4344988727.000	
2008	12	CG	I	ZZ_Monde	2710	47114576.000	0.000	14565360373.000	
2010	09	CG	I	ZZ_Monde	1006	46961932.000	960898.000	12615643736.389	
2013	07	CG	I	ZZ_Monde	2523	46904000.000		2310386135.000	
2012	04	CG	I	ZZ_Monde	2710	46637963.000	50236012.000	14816300399.000	
2014	04	CG	I	ZZ_Monde	2710	46374589.000	47762335.000	15735317523.000	
2009	06	CG	I	ZZ_Monde	2710	46316932.000	0.000	11475658547.000	
2014	11	CG	I	ZZ_Monde	2710	46073525.880	42856482.000	15215506195.000	
2003	03	CG	I	ZZ_Monde	2710	45845874.000	0.000	8482232126.000	
2013	02	CG	I	ZZ_Monde	2710	45821870.000	32190346.000	19434201919.000	
2012	03	CG	I	ZZ_Monde	1006	45710911.000	14001.000	12923473781.411	
1999	04	CG	ET	ZZ_Monde	5201	45407052.000	0.000	19402075228.000	
2005	12	CG	I	ZZ_Monde	1006	44998502.000	934151.000	6391054881.000	
2008	03	CG	ET	ZZ_Monde	2710	44874185.000	0.000	19217848010.000	
2007	02	CG	I	ZZ_Monde	1006	44799168.000	0.000	6621281448.000	
2012	11	CG	I	ZZ_Monde	2710	44604440.000	41771354.000	14008670081.000	
2000	06	CG	I	ZZ_Monde	2523	44434803.000	0.000	1174742920.000	
2012	07	CG	I	ZZ_Monde	1006	44405878.000	25500.000	12637174654.319	
2007	09	CG	I	ZZ_Monde	2523	44287950.000	0.000	1984839031.000	
2010	07	CG	I	ZZ_Monde	2523	44146232.000		1398745892.000	
2007	10	CG	I	ZZ_Monde	1006	44094305.000	0.000	6630184666.000	
2014	06	CG	I	ZZ_Monde	2710	44079299.000	39843061.000	17391811204.000	
2012	10	CG	I	ZZ_Monde	2710	43879945.000	42041022.000	15140179970.000	
2005	09	CG	I	ZZ_Monde	2523	43715485.000	0.000	1489705099.000	
2004	08	CG	I	ZZ_Monde	1006	43600226.000	56.000	5949759838.000	
2008	11	CG	I	ZZ_Monde	2710	43536237.000	0.000	16168504289.000	
2002	11	CG	I	ZZ_Monde	2710	43474525.000	0.000	7209575915.000	
2014	12	CG	I	ZZ_Monde	2523	43247933.310		1516508692.000	
2011	04	CG	I	ZZ_Monde	1006	43231475.000	890447.000	11589112114.985	
2002	07	CG	I	ZZ_Monde	2710	43185836.000	0.000	7250247476.000	
2005	06	CG	I	ZZ_Monde	1006	43092820.000	827298.000	6180424393.000	
2011	12	CG	I	ZZ_Monde	1006	42897924.000	876133.000	12279360438.297	
2010	07	CG	I	ZZ_Monde	1006	42892802.000	150866695.000	11022786374.699	
2012	06	CG	I	ZZ_Monde	1006	42639677.000	2081.000	12164111291.664	
2007	03	CG	I	ZZ_Monde	1006	42529346.000	5605452.000	5815995931.000	
2006	12	CG	I	ZZ_Monde	2523	42415000.000	0.000	1909073663.000	
2010	08	CG	I	ZZ_Monde	1006	42279802.000	1006338.000	10413900207.161	
2012	05	CG	I	ZZ_Monde	2710	42155254.000	43656121.000	14214124297.000	
2015	10	CG	I	ZZ_Monde	2710	41624319.000	44960871.000	14109950433.475	
2012	08	CG	I	ZZ_Monde	2710	41589334.000	35042711.000	13951295019.000	
2007	02	CG	I	ZZ_Monde	2523	41576730.000	0.000	1876891702.000	
2011	06	CG	I	ZZ_Monde	2710	41436575.000	40431426.000	13065863871.000	
2013	04	CG	ET	ZZ_Monde	0801	41277980.000		10696757529.000	
2008	04	CG	I	ZZ_Monde	2710	41190672.000	0.000	6438360273.000	
2009	02	CG	I	ZZ_Monde	1006	41091805.000	0.000	2250456512.000	
2004	12	CG	I	ZZ_Monde	2523	41079842.000	0.000	1312078147.000	
2002	10	CG	I	ZZ_Monde	2523	41036737.000	0.000	1072424492.000	
2004	10	CG	I	ZZ_Monde	1006	40776782.000	34.000	5360358328.000	
2006	01	CG	I	ZZ_Monde	2523	40764880.000	0.000	1480559359.000	
2008	08	CG	I	ZZ_Monde	2523	40732155.000	0.000	167153703.000	
2010	12	CG	ET	ZZ_Monde	1006	40524800.000	849765.000	5725525200.000	
2007	06	CG	I	ZZ_Monde	1006	40500440.000	0.000	5852790909.000	
2003	02	CG	I	ZZ_Monde	1006	40474180.000	0.000	3786590087.000	
2008	02	CG	ET	ZZ_Monde	2710	40420863.000	0.000	14363766711.000	
2008	11	CG	I	ZZ_Monde	2523	40337300.000	0.000	160656683.000	
2006	08	CG	ET	ZZ_Monde	2710	40231538.000	0.000	13626720237.000	
2007	01	CG	I	ZZ_Monde	2523	40230172.000	0.000	1651613121.000	
1998	09	CG	I	ZZ_Monde	2523	40183210.000	0.000	1415102414.000	
2015	02	CG	I	ZZ_Monde	1006	40159119.000		8221298055.000	
2008	01	CG	I	ZZ_Monde	2523	40086132.000	0.000	2928263656.000	
2012	03	CG	I	ZZ_Monde	2710	39980603.000	39938716.000	13051043967.000	
2014	05	CG	I	ZZ_Monde	3105	39943140.000		8806913963.000	
2009	02	CG	I	ZZ_Monde	2523	39850766.000	0.000	165383752.000	
2015	09	CG	I	ZZ_Monde	2523	39823295.980		1398898090.000	
2009	07	CG	I	ZZ_Monde	2523	39698735.000	0.000	1201264590.000	
2014	03	CG	I	ZZ_Monde	2710	39450196.000	36732099.000	14278319240.000	
2008	03	CG	I	ZZ_Monde	2710	38956121.000	0.000	7683948458.000	
2005	08	CG	I	ZZ_Monde	2710	38782717.000	0.000	10024103141.000	
2008	08	CG	ET	ZZ_Monde	2710	38761338.000	0.000	18091861601.000	
2015	06	CG	I	ZZ_Monde	2710	38626221.000	36149974.000	13978516051.000	
2001	09	CG	I	ZZ_Monde	2523	38367982.000	0.000	1056530139.000	
2005	06	CG	I	ZZ_Monde	2523	38365680.000	0.000	1299015507.000	
2003	09	CG	I	ZZ_Monde	1006	38299875.000	0.000	4790868479.000	
1999	04	CG	I	ZZ_Monde	3105	38019000.000	0.000	5242795000.000	
2014	05	CG	I	ZZ_Monde	2710	38006498.000	41208295.000	13826242191.000	
2000	10	CG	I	ZZ_Monde	2710	37980195.000	0.000	8899176063.000	
2001	06	CG	I	ZZ_Monde	2710	37849694.000	0.000	6954035326.000	
2010	05	CG	I	ZZ_Monde	1006	37787105.000	645297.000	9527020481.910	
2009	12	CG	ET	ZZ_Monde	1006	37630100.000	808681.000	4078929548.000	
2000	04	CG	I	ZZ_Monde	2523	37591661.000	0.000	964782748.000	
2002	06	CG	I	ZZ_Monde	2523	37389040.000	0.000	1198666220.000	
2009	06	CG	I	ZZ_Monde	1006	37338730.000	0.000	2388003476.000	
2014	02	CG	I	ZZ_Monde	2710	37318141.000	36632765.000	13796843007.000	
2015	12	CG	I	ZZ_Monde	2523	37135590.750		1299564055.000	
2007	12	CG	I	ZZ_Monde	2710	36939542.000	0.000	6286141632.000	
2006	05	CG	I	ZZ_Monde	2710	36831271.000	0.000	12663572553.000	
2004	03	CG	I	ZZ_Monde	2523	36447865.000	0.000	1046090797.000	
2011	10	CG	I	ZZ_Monde	2710	36130109.000		9553667698.000	
2009	03	CG	I	ZZ_Monde	3105	36015000.000	0.000	13590697758.000	
2007	07	CG	I	ZZ_Monde	2523	35971480.000	0.000	1617973044.000	
2014	09	CG	I	ZZ_Monde	2710	35874513.000	28261282.000	12340766951.000	
2005	06	CG	ET	ZZ_Monde	2710	35865705.000	0.000	8640848016.000	
2012	12	CG	I	ZZ_Monde	2710	35855495.000	28914706.000	12981276480.000	
2000	11	CG	I	ZZ_Monde	2523	35459840.000	0.000	908592200.000	
2009	01	CG	I	ZZ_Monde	1006	35377828.000	0.000	2393827073.000	
2008	04	CG	I	ZZ_Monde	2523	35297157.000	0.000	165291699.000	
2015	06	CG	ET	ZZ_Monde	5201	35268476.000		23777443069.000	
2015	04	CG	ET	ZZ_Monde	5201	35100343.000		22561392716.000	
2002	02	CG	I	ZZ_Monde	2523	35098141.000	0.000	947054698.000	
2003	05	CG	I	ZZ_Monde	2710	35094498.000	0.000	5977072335.000	
2007	10	CG	I	ZZ_Monde	2523	35047110.000	0.000	1494412327.000	
2014	10	CG	ET	ZZ_Monde	2523	34920000.000		2464229600.000	
2001	07	CG	I	ZZ_Monde	2710	34791973.000	0.000	6973747880.000	
